timestamp,open,high,low,close,volume
2025-08-26T09:15:00+05:30,54999.05,55068.9,54745.0,54750.45,0
2025-08-26T09:20:00+05:30,54731.95,54735.5,54641.7,54659.4,0
2025-08-26T09:25:00+05:30,54655.95,54700.25,54622.55,54628.35,0
2025-08-26T09:30:00+05:30,54628.85,54642.85,54582.05,54628.2,0
2025-08-26T09:35:00+05:30,54622.75,54634.8,54482.15,54498.25,0
2025-08-26T09:40:00+05:30,54492.4,54542.85,54478.4,54510.25,0
2025-08-26T09:45:00+05:30,54511.2,54563.6,54511.2,54555.45,0
2025-08-26T09:50:00+05:30,54553.35,54574.05,54531.45,54534.35,0
2025-08-26T09:55:00+05:30,54539.6,54595.65,54530.4,54588.35,0
2025-08-26T10:00:00+05:30,54588.5,54616.35,54563.45,54603.8,0
2025-08-26T10:05:00+05:30,54602.05,54617.6,54569.85,54599.9,0
2025-08-26T10:10:00+05:30,54597.4,54617.35,54579.25,54596.6,0
2025-08-26T10:15:00+05:30,54595.0,54619.5,54557.1,54605.85,0
2025-08-26T10:20:00+05:30,54605.6,54619.25,54595.85,54598.4,0
2025-08-26T10:25:00+05:30,54598.15,54614.6,54574.45,54592.75,0
2025-08-26T10:30:00+05:30,54592.25,54603.25,54564.95,54568.75,0
2025-08-26T10:35:00+05:30,54567.15,54580.1,54555.0,54578.2,0
2025-08-26T10:40:00+05:30,54578.4,54589.4,54565.65,54567.75,0
2025-08-26T10:45:00+05:30,54567.65,54575.5,54540.35,54541.3,0
2025-08-26T10:50:00+05:30,54541.35,54564.6,54528.95,54548.0,0
2025-08-26T10:55:00+05:30,54540.15,54601.3,54535.85,54597.15,0
2025-08-26T11:00:00+05:30,54596.15,54628.8,54588.9,54615.5,0
2025-08-26T11:05:00+05:30,54614.35,54653.85,54599.85,54608.2,0
2025-08-26T11:10:00+05:30,54608.7,54634.75,54594.95,54608.55,0
2025-08-26T11:15:00+05:30,54605.6,54632.95,54600.15,54623.5,0
2025-08-26T11:20:00+05:30,54623.3,54660.4,54623.3,54645.95,0
2025-08-26T11:25:00+05:30,54643.25,54717.45,54639.25,54675.8,0
2025-08-26T11:30:00+05:30,54677.3,54687.0,54646.15,54656.55,0
2025-08-26T11:35:00+05:30,54657.45,54682.9,54629.25,54634.4,0
2025-08-26T11:40:00+05:30,54635.2,54643.15,54612.85,54627.15,0
2025-08-26T11:45:00+05:30,54628.15,54640.7,54610.45,54625.4,0
