timestamp,open,high,low,close,volume
2025-08-26T09:15:00+05:30,24899.5,24919.65,24849.75,24850.55,0
2025-08-26T09:20:00+05:30,24846.6,24846.6,24796.6,24806.05,0
2025-08-26T09:25:00+05:30,24806.35,24819.1,24797.9,24799.45,0
2025-08-26T09:30:00+05:30,24799.75,24802.25,24782.05,24792.7,0
2025-08-26T09:35:00+05:30,24792.1,24795.25,24758.75,24766.3,0
2025-08-26T09:40:00+05:30,24767.05,24781.95,24758.7,24760.45,0
2025-08-26T09:45:00+05:30,24760.6,24776.95,24755.6,24775.8,0
2025-08-26T09:50:00+05:30,24775.55,24786.1,24767.2,24780.0,0
2025-08-26T09:55:00+05:30,24780.85,24797.3,24777.8,24795.7,0
2025-08-26T10:00:00+05:30,24795.8,24801.1,24777.6,24799.1,0
2025-08-26T10:05:00+05:30,24798.6,24805.25,24789.15,24800.65,0
2025-08-26T10:10:00+05:30,24800.45,24807.1,24793.0,24797.45,0
2025-08-26T10:15:00+05:30,24796.95,24804.55,24778.05,24802.9,0
2025-08-26T10:20:00+05:30,24802.45,24808.55,24797.75,24805.35,0
2025-08-26T10:25:00+05:30,24805.05,24808.1,24792.85,24797.1,0
2025-08-26T10:30:00+05:30,24797.05,24802.15,24784.65,24785.85,0
2025-08-26T10:35:00+05:30,24786.25,24790.3,24781.6,24789.7,0
2025-08-26T10:40:00+05:30,24789.6,24791.0,24779.1,24781.05,0
2025-08-26T10:45:00+05:30,24780.85,24781.25,24767.55,24767.55,0
2025-08-26T10:50:00+05:30,24768.15,24774.6,24765.15,24770.5,0
2025-08-26T10:55:00+05:30,24770.35,24795.15,24768.6,24793.15,0
2025-08-26T11:00:00+05:30,24794.85,24808.3,24793.1,24803.75,0
2025-08-26T11:05:00+05:30,24803.4,24812.85,24793.3,24796.8,0
2025-08-26T11:10:00+05:30,24796.75,24805.4,24795.65,24799.3,0
2025-08-26T11:15:00+05:30,24799.65,24810.8,24798.05,24808.0,0
2025-08-26T11:20:00+05:30,24808.65,24818.2,24807.2,24812.0,0
2025-08-26T11:25:00+05:30,24810.85,24833.45,24810.25,24824.5,0
2025-08-26T11:30:00+05:30,24825.4,24829.25,24819.65,24820.9,0
2025-08-26T11:35:00+05:30,24820.8,24838.3,24808.65,24809.7,0
2025-08-26T11:40:00+05:30,24809.8,24811.3,24798.4,24806.25,0
2025-08-26T11:45:00+05:30,24806.1,24810.85,24803.3,24805.45,0
2025-08-26T11:50:00+05:30,24805.1,24808.0,24798.5,24800.75,0
2025-08-26T11:55:00+05:30,24801.95,24806.55,24798.8,24806.15,0
2025-08-26T12:00:00+05:30,24806.5,24809.3,24801.95,24804.7,0
2025-08-26T12:05:00+05:30,24803.55,24819.0,24801.2,24802.0,0
2025-08-26T12:10:00+05:30,24801.75,24801.75,24794.75,24799.75,0
2025-08-26T12:15:00+05:30,24800.6,24809.2,24796.3,24808.55,0
2025-08-26T12:20:00+05:30,24808.45,24811.05,24805.25,24810.2,0
2025-08-26T12:25:00+05:30,24810.5,24811.3,24799.75,24800.95,0
2025-08-26T12:30:00+05:30,24800.35,24802.2,24783.2,24785.9,0
2025-08-26T12:35:00+05:30,24787.4,24793.4,24783.05,24786.0,0
2025-08-26T12:40:00+05:30,24785.15,24793.05,24775.2,24785.45,0
